destination_iso_country,Day of date,psg_ranking,psg_wow_change,psg_yoy_change,destination_country,passengers_number_7days
PG,"December 19, 2021",1,0.67%,37.58%,Papua New Guinea,44975
NR,"December 19, 2021",8,-3.02%,-39.69%,Nauru,386
MH,"December 19, 2021",5,26.79%,-38.39%,Marshall Islands (the),568
FM,"December 19, 2021",7,-41.25%,-53.58%,Micronesia (Federated States of),396
FJ,"December 19, 2021",2,12.66%,-48.24%,Fiji,17943
WS,"December 20, 2021",9,-43.24%,-94.49%,Samoa,340
VU,"December 20, 2021",3,19.42%,-50.84%,Vanuatu,4144
SB,"December 20, 2021",4,29.00%,-79.18%,Solomon Islands,596
PW,"December 20, 2021",6,1.66%,-84.84%,Palau,490
PG,"December 20, 2021",1,0.47%,33.79%,Papua New Guinea,44858
NR,"December 20, 2021",5,103.94%,35.60%,Nauru,518
MH,"December 20, 2021",7,-14.29%,-54.51%,Marshall Islands (the),444
FM,"December 20, 2021",8,-41.25%,-53.58%,Micronesia (Federated States of),396
FJ,"December 20, 2021",2,16.28%,-47.57%,Fiji,18550
WS,"December 21, 2021",9,-11.18%,-95.36%,Samoa,302
VU,"December 21, 2021",3,29.26%,-45.23%,Vanuatu,4524
SB,"December 21, 2021",8,-58.93%,-88.56%,Solomon Islands,308
PW,"December 21, 2021",5,1.66%,-84.85%,Palau,490
PG,"December 21, 2021",1,3.23%,35.46%,Papua New Guinea,45758
NR,"December 21, 2021",4,35.08%,101.56%,Nauru,516
MH,"December 21, 2021",6,-14.29%,-47.76%,Marshall Islands (the),444
FM,"December 21, 2021",7,-29.54%,-49.03%,Micronesia (Federated States of),396
FJ,"December 21, 2021",2,22.41%,-47.37%,Fiji,18852
WS,"December 22, 2021",6,38.82%,-92.75%,Samoa,472
VU,"December 22, 2021",3,21.96%,-44.27%,Vanuatu,4354
SB,"December 22, 2021",4,-20.53%,-76.38%,Solomon Islands,596
PW,"December 22, 2021",8,-31.12%,-89.97%,Palau,332
PG,"December 22, 2021",1,2.77%,33.93%,Papua New Guinea,46139
NR,"December 22, 2021",5,35.79%,34.38%,Nauru,516
MH,"December 22, 2021",9,-62.33%,-71.10%,Marshall Islands (the),278
FM,"December 22, 2021",7,-12.00%,-62.46%,Micronesia (Federated States of),396
FJ,"December 22, 2021",2,21.42%,-47.19%,Fiji,19191
WS,"December 23, 2021",6,38.82%,-93.13%,Samoa,472
VU,"December 23, 2021",3,27.03%,-42.86%,Vanuatu,4624
SB,"December 23, 2021",5,3.47%,-77.55%,Solomon Islands,596
PW,"December 23, 2021",7,-30.25%,-85.68%,Palau,452
PG,"December 23, 2021",1,7.62%,35.74%,Papua New Guinea,47607
NR,"December 23, 2021",4,202.36%,100.00%,Nauru,768
MH,"December 23, 2021",9,-62.33%,-71.10%,Marshall Islands (the),278
FM,"December 23, 2021",8,-12.00%,-70.29%,Micronesia (Federated States of),396
FJ,"December 23, 2021",2,25.50%,-46.03%,Fiji,19773
WS,"December 24, 2021",6,1142.11%,-93.43%,Samoa,472
VU,"December 24, 2021",3,25.20%,-42.18%,Vanuatu,4800
SB,"December 24, 2021",5,3.47%,-76.41%,Solomon Islands,596
PW,"December 24, 2021",7,-30.25%,-85.92%,Palau,452
PG,"December 24, 2021",1,7.20%,35.14%,Papua New Guinea,47426
NR,"December 24, 2021",4,202.36%,200.00%,Nauru,768
MH,"December 24, 2021",9,-62.33%,-65.08%,Marshall Islands (the),278
FM,"December 24, 2021",8,-12.00%,-74.50%,Micronesia (Federated States of),396
FJ,"December 24, 2021",2,23.73%,-43.93%,Fiji,20138
WS,"December 25, 2021",6,38.82%,-93.27%,Samoa,472
VU,"December 25, 2021",3,5.56%,-47.92%,Vanuatu,4290
SB,"December 25, 2021",7,-27.52%,-82.90%,Solomon Islands,432
PW,"December 25, 2021",5,24.49%,-81.13%,Palau,610
PG,"December 25, 2021",1,6.97%,36.17%,Papua New Guinea,47191
NR,"December 25, 2021",4,64.77%,396.88%,Nauru,636
MH,"December 25, 2021",9,-62.33%,-67.29%,Marshall Islands (the),278
FM,"December 25, 2021",8,-1.49%,-72.52%,Micronesia (Federated States of),396
FJ,"December 25, 2021",2,5.93%,-45.35%,Fiji,19012
WS,"December 26, 2021",6,38.82%,-93.43%,Samoa,472
VU,"December 26, 2021",3,4.61%,-49.77%,Vanuatu,4220
SB,"December 26, 2021",8,-27.52%,-82.86%,Solomon Islands,432
PW,"December 26, 2021",5,14.69%,-83.01%,Palau,562
PG,"December 26, 2021",1,3.26%,33.21%,Papua New Guinea,46440
NR,"December 26, 2021",4,64.77%,144.62%,Nauru,636
MH,"December 26, 2021",9,-51.06%,-67.45%,Marshall Islands (the),278
FM,"December 26, 2021",7,13.64%,-68.77%,Micronesia (Federated States of),450
FJ,"December 26, 2021",2,9.37%,-41.28%,Fiji,19625
WS,"December 27, 2021",7,38.82%,-93.39%,Samoa,472
VU,"December 27, 2021",3,1.83%,-48.89%,Vanuatu,4220
SB,"December 27, 2021",4,-3.36%,-77.65%,Solomon Islands,576
PW,"December 27, 2021",5,14.69%,-82.15%,Palau,562
PG,"December 27, 2021",1,3.65%,34.40%,Papua New Guinea,46496
NR,"December 27, 2021",6,-2.70%,29.90%,Nauru,504
MH,"December 27, 2021",9,-25.23%,-61.12%,Marshall Islands (the),332
FM,"December 27, 2021",8,13.64%,-68.77%,Micronesia (Federated States of),450
FJ,"December 27, 2021",2,7.45%,-30.94%,Fiji,19932
WS,"December 28, 2021",6,56.29%,-92.73%,Samoa,472
VU,"December 28, 2021",3,-16.45%,-53.45%,Vanuatu,3780
SB,"December 28, 2021",4,87.01%,-76.54%,Solomon Islands,576
PW,"December 28, 2021",5,14.69%,-83.19%,Palau,562
PG,"December 28, 2021",1,0.19%,33.17%,Papua New Guinea,45847
NR,"December 28, 2021",8,-26.74%,-2.58%,Nauru,378
MH,"December 28, 2021",9,-25.23%,-61.12%,Marshall Islands (the),332
FM,"December 28, 2021",7,13.64%,-70.34%,Micronesia (Federated States of),450
FJ,"December 28, 2021",2,7.64%,-21.39%,Fiji,20292
WS,"December 29, 2021",8,-36.02%,-95.14%,Samoa,302
VU,"December 29, 2021",3,-4.69%,-51.10%,Vanuatu,4150
TO,"December 29, 2021",7,,-89.05%,Tonga,302
SB,"December 29, 2021",9,-51.68%,-88.20%,Solomon Islands,288
PW,"December 29, 2021",4,116.87%,-78.94%,Palau,720
PG,"December 29, 2021",1,-1.91%,32.81%,Papua New Guinea,45260
NR,"December 29, 2021",10,-51.16%,-35.71%,Nauru,252
MH,"December 29, 2021",5,79.14%,-37.44%,Marshall Islands (the),498
FM,"December 29, 2021",6,13.64%,-71.36%,Micronesia (Federated States of),450
FJ,"December 29, 2021",2,5.43%,-22.86%,Fiji,20234
WS,"December 30, 2021",8,-36.02%,-94.89%,Samoa,302
VU,"December 30, 2021",3,-21.28%,-55.04%,Vanuatu,3640
TO,"December 30, 2021",7,,-88.30%,Tonga,302
SB,"December 30, 2021",9,-51.68%,-87.52%,Solomon Islands,288
PW,"December 30, 2021",4,22.12%,-85.62%,Palau,552
PG,"December 30, 2021",1,-5.75%,32.71%,Papua New Guinea,44868
MH,"December 30, 2021",5,79.14%,-37.44%,Marshall Islands (the),498
FM,"December 30, 2021",6,13.64%,-65.20%,Micronesia (Federated States of),450
FJ,"December 30, 2021",2,-2.55%,-26.38%,Fiji,19269
WS,"December 31, 2021",4,27.97%,-89.41%,Samoa,604
VU,"December 31, 2021",3,-41.25%,-63.63%,Vanuatu,2820
TO,"December 31, 2021",8,,-83.90%,Tonga,302
SB,"December 31, 2021",9,-51.68%,-86.49%,Solomon Islands,288
PW,"December 31, 2021",5,22.12%,-85.55%,Palau,552
PG,"December 31, 2021",1,-6.98%,31.36%,Papua New Guinea,44115
NR,"December 31, 2021",10,-66.93%,-35.20%,Nauru,254
MH,"December 31, 2021",6,79.14%,-48.34%,Marshall Islands (the),498
FM,"December 31, 2021",7,13.64%,-63.02%,Micronesia (Federated States of),450
FJ,"December 31, 2021",2,-6.43%,-27.45%,Fiji,18843
WS,"January 1, 2022",8,-36.02%,-94.93%,Samoa,302
VU,"January 1, 2022",3,-39.16%,-62.92%,Vanuatu,2610
TO,"January 1, 2022",7,,-88.35%,Tonga,302
SB,"January 1, 2022",9,-33.33%,-89.48%,Solomon Islands,288
PW,"January 1, 2022",5,-9.51%,-80.81%,Palau,552
PG,"January 1, 2022",1,-5.94%,71.47%,Papua New Guinea,44387
NR,"January 1, 2022",10,-60.06%,-75.15%,Nauru,254
MH,"January 1, 2022",6,79.14%,-61.12%,Marshall Islands (the),498
FM,"January 1, 2022",4,55.56%,-80.41%,Micronesia (Federated States of),616
FJ,"January 1, 2022",2,0.08%,-41.27%,Fiji,19028
WS,"January 2, 2022",8,-36.02%,-94.65%,Samoa,302
VU,"January 2, 2022",3,-34.83%,-60.96%,Vanuatu,2750
TO,"January 2, 2022",7,,-89.12%,Tonga,302
SB,"January 2, 2022",9,-33.33%,-89.48%,Solomon Islands,288
PW,"January 2, 2022",5,6.76%,-80.49%,Palau,600
PG,"January 2, 2022",1,-5.47%,71.31%,Papua New Guinea,43902
NR,"January 2, 2022",10,-60.06%,-75.10%,Nauru,254
MH,"January 2, 2022",6,79.14%,-67.97%,Marshall Islands (the),498
FM,"January 2, 2022",4,36.89%,-80.74%,Micronesia (Federated States of),616
FJ,"January 2, 2022",2,-2.80%,-41.63%,Fiji,19076
WS,"January 3, 2022",8,-31.99%,-94.32%,Samoa,321
VU,"January 3, 2022",3,-36.49%,-61.95%,Vanuatu,2680
TO,"January 3, 2022",6,,-78.24%,Tonga,604
SB,"January 3, 2022",10,-75.00%,-94.48%,Solomon Islands,144
PW,"January 3, 2022",7,6.76%,-80.95%,Palau,600
PG,"January 3, 2022",1,-7.26%,66.13%,Papua New Guinea,43120
NR,"January 3, 2022",9,-49.60%,-77.99%,Nauru,254
MH,"January 3, 2022",4,100.00%,-53.53%,Marshall Islands (the),664
FM,"January 3, 2022",5,36.89%,-81.16%,Micronesia (Federated States of),616
FJ,"January 3, 2022",2,-7.65%,-44.96%,Fiji,18407
WS,"January 4, 2022",8,-19.92%,-93.04%,Samoa,378
VU,"January 4, 2022",3,-29.10%,-62.35%,Vanuatu,2680
TO,"January 4, 2022",6,,-81.75%,Tonga,604
SB,"January 4, 2022",10,-75.00%,-94.54%,Solomon Islands,144
PW,"January 4, 2022",7,6.76%,-82.69%,Palau,600
PG,"January 4, 2022",1,-5.97%,67.31%,Papua New Guinea,43110
NR,"January 4, 2022",9,-32.80%,-78.07%,Nauru,254
MH,"January 4, 2022",5,100.00%,-53.53%,Marshall Islands (the),664
FM,"January 4, 2022",4,68.89%,-76.75%,Micronesia (Federated States of),760
FJ,"January 4, 2022",2,-10.62%,-44.60%,Fiji,18136
WS,"January 5, 2022",7,25.17%,-93.13%,Samoa,378
VU,"January 5, 2022",3,-42.65%,-66.89%,Vanuatu,2380
TO,"January 5, 2022",8,0.00%,-90.49%,Tonga,302
SB,"January 5, 2022",10,-50.00%,-94.54%,Solomon Islands,144
PW,"January 5, 2022",5,-16.67%,-79.78%,Palau,600
PG,"January 5, 2022",1,-2.95%,66.91%,Papua New Guinea,43923
NR,"January 5, 2022",9,0.79%,-78.07%,Nauru,254
MH,"January 5, 2022",6,0.00%,-61.51%,Marshall Islands (the),498
FM,"January 5, 2022",4,68.89%,-76.23%,Micronesia (Federated States of),760
FJ,"January 5, 2022",2,-8.99%,-43.49%,Fiji,18415
WS,"January 6, 2022",8,25.17%,-93.14%,Samoa,378
VU,"January 6, 2022",3,-28.85%,-63.22%,Vanuatu,2590
TO,"January 6, 2022",9,0.00%,-90.63%,Tonga,302
SB,"January 6, 2022",10,-50.00%,-94.55%,Solomon Islands,144
PW,"January 6, 2022",5,17.39%,-79.49%,Palau,648
PG,"January 6, 2022",1,-3.53%,63.26%,Papua New Guinea,43284
NR,"January 6, 2022",7,,-67.18%,Nauru,382
MH,"January 6, 2022",6,0.00%,-58.01%,Marshall Islands (the),498
FM,"January 6, 2022",4,68.89%,-76.79%,Micronesia (Federated States of),760
FJ,"January 6, 2022",2,-1.93%,-42.58%,Fiji,18898
WS,"January 7, 2022",7,-41.89%,-93.91%,Samoa,351
VU,"January 7, 2022",3,-5.67%,-62.23%,Vanuatu,2660
TO,"January 7, 2022",8,0.00%,-91.11%,Tonga,302
SB,"January 7, 2022",10,-50.00%,-94.55%,Solomon Islands,144
PW,"January 7, 2022",5,17.39%,-79.23%,Palau,648
PG,"January 7, 2022",1,1.48%,61.98%,Papua New Guinea,44767
NR,"January 7, 2022",9,0.79%,-78.01%,Nauru,256
MH,"January 7, 2022",6,0.00%,-55.85%,Marshall Islands (the),498
FM,"January 7, 2022",4,68.89%,-75.55%,Micronesia (Federated States of),760
FJ,"January 7, 2022",2,-1.14%,-42.86%,Fiji,18629
WS,"January 8, 2022",7,16.23%,-93.80%,Samoa,351
VU,"January 8, 2022",3,18.01%,-58.04%,Vanuatu,3080
TO,"January 8, 2022",8,0.00%,-92.03%,Tonga,302
SB,"January 8, 2022",10,-50.00%,-94.55%,Solomon Islands,144
PW,"January 8, 2022",6,-11.23%,-84.33%,Palau,490
PG,"January 8, 2022",1,3.84%,61.84%,Papua New Guinea,46093
NR,"January 8, 2022",9,0.79%,-78.08%,Nauru,256
MH,"January 8, 2022",5,0.00%,-55.85%,Marshall Islands (the),498
FM,"January 8, 2022",4,4.22%,-80.37%,Micronesia (Federated States of),642
FJ,"January 8, 2022",2,-1.55%,-42.82%,Fiji,18733
WS,"January 9, 2022",7,16.23%,-93.82%,Samoa,351
VU,"January 9, 2022",3,6.91%,-59.54%,Vanuatu,2940
TO,"January 9, 2022",8,0.00%,-91.47%,Tonga,302
SB,"January 9, 2022",10,-50.00%,-94.55%,Solomon Islands,144
PW,"January 9, 2022",6,-27.33%,-85.10%,Palau,436
PG,"January 9, 2022",1,6.01%,62.63%,Papua New Guinea,46539
NR,"January 9, 2022",9,0.79%,-75.43%,Nauru,256
MH,"January 9, 2022",5,0.00%,-55.85%,Marshall Islands (the),498
FM,"January 9, 2022",4,4.22%,-80.37%,Micronesia (Federated States of),642
FJ,"January 9, 2022",2,-11.21%,-47.97%,Fiji,16937
WS,"January 10, 2022",8,3.43%,-94.33%,Samoa,332
VU,"January 10, 2022",3,13.43%,-58.56%,Vanuatu,3040
TO,"January 10, 2022",9,-64.57%,-94.01%,Tonga,214
SB,"January 10, 2022",10,0.00%,-94.80%,Solomon Islands,144
PW,"January 10, 2022",5,-27.33%,-85.59%,Palau,436
PG,"January 10, 2022",1,10.43%,61.04%,Papua New Guinea,47617
NR,"January 10, 2022",6,57.48%,-61.39%,Nauru,400
MH,"January 10, 2022",7,-50.00%,-70.57%,Marshall Islands (the),332
FM,"January 10, 2022",4,4.22%,-81.30%,Micronesia (Federated States of),642
FJ,"January 10, 2022",2,-7.74%,-47.43%,Fiji,16983
WS,"January 11, 2022",8,-27.25%,-95.68%,Samoa,275
VU,"January 11, 2022",3,16.04%,-54.95%,Vanuatu,3110
TO,"January 11, 2022",9,-64.57%,-93.39%,Tonga,214
SB,"January 11, 2022",10,0.00%,-94.80%,Solomon Islands,144
PW,"January 11, 2022",5,-27.33%,-84.87%,Palau,436
PG,"January 11, 2022",1,11.95%,71.34%,Papua New Guinea,48263
NR,"January 11, 2022",6,57.48%,-55.75%,Nauru,400
MH,"January 11, 2022",7,-50.00%,-70.57%,Marshall Islands (the),332
FM,"January 11, 2022",4,-34.47%,-84.49%,Micronesia (Federated States of),498
FJ,"January 11, 2022",2,-3.58%,-44.27%,Fiji,17487
WS,"January 12, 2022",8,-27.25%,-95.75%,Samoa,275
VU,"January 12, 2022",3,24.79%,-56.54%,Vanuatu,2970
TO,"January 12, 2022",9,-29.14%,-93.39%,Tonga,214
SB,"January 12, 2022",10,0.00%,-94.80%,Solomon Islands,144
PW,"January 12, 2022",7,-53.67%,-90.83%,Palau,278
PG,"January 12, 2022",1,10.00%,66.47%,Papua New Guinea,48317
NR,"January 12, 2022",5,57.48%,-55.75%,Nauru,400
MH,"January 12, 2022",6,-33.33%,-70.52%,Marshall Islands (the),332
FM,"January 12, 2022",4,-34.47%,-85.51%,Micronesia (Federated States of),498
FJ,"January 12, 2022",2,-9.94%,-47.26%,Fiji,16584
WS,"January 13, 2022",8,-27.25%,-95.75%,Samoa,275
VU,"January 13, 2022",3,9.27%,-59.28%,Vanuatu,2830
TO,"January 13, 2022",9,-29.14%,-93.39%,Tonga,214
SB,"January 13, 2022",10,0.00%,-94.80%,Solomon Islands,144
PW,"January 13, 2022",7,-57.10%,-90.21%,Palau,278
PG,"January 13, 2022",1,13.12%,68.31%,Papua New Guinea,48965
NR,"January 13, 2022",5,8.90%,-46.39%,Nauru,416
MH,"January 13, 2022",6,-33.33%,-68.91%,Marshall Islands (the),332
FM,"January 13, 2022",4,-34.47%,-85.50%,Micronesia (Federated States of),498
FJ,"January 13, 2022",2,-16.45%,-49.65%,Fiji,15789
VU,"January 14, 2022",3,14.29%,-56.26%,Vanuatu,3040
TO,"January 14, 2022",8,-29.14%,-93.09%,Tonga,214
SB,"January 14, 2022",9,0.00%,-94.55%,Solomon Islands,144
PW,"January 14, 2022",7,-57.10%,-90.93%,Palau,278
PG,"January 14, 2022",1,8.07%,64.70%,Papua New Guinea,48380
NR,"January 14, 2022",6,12.50%,-62.89%,Nauru,288
MH,"January 14, 2022",5,-33.33%,-67.26%,Marshall Islands (the),332
FM,"January 14, 2022",4,-34.47%,-85.50%,Micronesia (Federated States of),498
FJ,"January 14, 2022",2,-14.33%,-48.72%,Fiji,15960
WS,"January 15, 2022",6,-13.96%,-95.30%,Samoa,302
VU,"January 15, 2022",3,0.97%,-55.17%,Vanuatu,3110
TO,"January 15, 2022",9,-29.14%,-92.53%,Tonga,214
SB,"January 15, 2022",10,0.00%,-94.55%,Solomon Islands,144
PW,"January 15, 2022",8,-43.27%,-90.56%,Palau,278
PG,"January 15, 2022",1,4.91%,62.06%,Papua New Guinea,48354
NR,"January 15, 2022",7,12.50%,-62.89%,Nauru,288
MH,"January 15, 2022",5,-33.33%,-67.26%,Marshall Islands (the),332
FM,"January 15, 2022",4,-22.43%,-83.04%,Micronesia (Federated States of),498
FJ,"January 15, 2022",2,-17.23%,-49.18%,Fiji,15506
WS,"January 16, 2022",5,2.28%,-94.81%,Samoa,359
VU,"January 16, 2022",3,12.59%,-53.69%,Vanuatu,3310
TO,"January 16, 2022",9,-29.14%,-93.12%,Tonga,214
SB,"January 16, 2022",10,0.00%,-94.61%,Solomon Islands,144
PW,"January 16, 2022",8,-36.24%,-90.56%,Palau,278
PG,"January 16, 2022",1,5.43%,62.10%,Papua New Guinea,49065
NR,"January 16, 2022",7,12.50%,-62.89%,Nauru,288
MH,"January 16, 2022",6,-33.33%,-51.32%,Marshall Islands (the),332
FM,"January 16, 2022",4,-22.43%,-83.04%,Micronesia (Federated States of),498
FJ,"January 16, 2022",2,-13.12%,-51.57%,Fiji,14715
WS,"January 17, 2022",5,8.13%,-94.51%,Samoa,359
VU,"January 17, 2022",3,0.99%,-57.47%,Vanuatu,3070
SB,"January 17, 2022",9,0.00%,-94.61%,Solomon Islands,144
PW,"January 17, 2022",7,-36.24%,-90.36%,Palau,278
PG,"January 17, 2022",1,0.96%,63.14%,Papua New Guinea,48072
NR,"January 17, 2022",8,-64.00%,-77.85%,Nauru,144
MH,"January 17, 2022",6,0.00%,-60.85%,Marshall Islands (the),332
FM,"January 17, 2022",4,3.43%,-71.94%,Micronesia (Federated States of),664
FJ,"January 17, 2022",2,-17.09%,-53.24%,Fiji,14080
WS,"January 18, 2022",5,30.55%,-94.36%,Samoa,359
VU,"January 18, 2022",3,-1.29%,-59.31%,Vanuatu,3070
SB,"January 18, 2022",9,0.00%,-94.55%,Solomon Islands,144
PW,"January 18, 2022",7,-36.24%,-90.36%,Palau,278
PG,"January 18, 2022",1,0.33%,56.31%,Papua New Guinea,48420
NR,"January 18, 2022",8,-64.00%,-77.85%,Nauru,144
MH,"January 18, 2022",6,0.00%,-63.19%,Marshall Islands (the),332
FM,"January 18, 2022",4,0.00%,-84.42%,Micronesia (Federated States of),498
FJ,"January 18, 2022",2,-20.93%,-56.00%,Fiji,13827
WS,"January 19, 2022",4,138.55%,-89.34%,Samoa,656
VU,"January 19, 2022",3,14.61%,-55.33%,Vanuatu,3404
SB,"January 19, 2022",9,0.00%,-94.55%,Solomon Islands,144
PW,"January 19, 2022",7,0.00%,-89.83%,Palau,278
PG,"January 19, 2022",1,-1.72%,55.64%,Papua New Guinea,47485
NR,"January 19, 2022",8,-31.00%,-64.71%,Nauru,276
MH,"January 19, 2022",6,17.47%,-63.55%,Marshall Islands (the),390
FM,"January 19, 2022",5,22.49%,-81.23%,Micronesia (Federated States of),610
FJ,"January 19, 2022",2,-16.09%,-56.61%,Fiji,13915
WS,"January 20, 2022",4,138.55%,-89.37%,Samoa,656
VU,"January 20, 2022",3,26.29%,-54.70%,Vanuatu,3574
SB,"January 20, 2022",8,0.00%,-94.55%,Solomon Islands,144
PW,"January 20, 2022",7,0.00%,-89.83%,Palau,278
PG,"January 20, 2022",1,-3.34%,52.96%,Papua New Guinea,47328
NR,"January 20, 2022",9,-68.27%,-83.12%,Nauru,132
MH,"January 20, 2022",6,17.47%,-68.45%,Marshall Islands (the),390
FM,"January 20, 2022",5,22.49%,-81.75%,Micronesia (Federated States of),610
FJ,"January 20, 2022",2,-11.19%,-55.28%,Fiji,14022
WS,"January 21, 2022",4,,-83.27%,Samoa,958
VU,"January 21, 2022",3,20.86%,-52.59%,Vanuatu,3674
SB,"January 21, 2022",8,0.00%,-94.80%,Solomon Islands,144
PW,"January 21, 2022",7,0.00%,-88.91%,Palau,278
PG,"January 21, 2022",1,-2.06%,56.98%,Papua New Guinea,47381
NR,"January 21, 2022",9,-54.17%,-83.12%,Nauru,132
MH,"January 21, 2022",6,17.47%,-73.29%,Marshall Islands (the),390
FM,"January 21, 2022",5,22.49%,-81.75%,Micronesia (Federated States of),610
FJ,"January 21, 2022",2,-11.94%,-55.53%,Fiji,14054
WS,"January 22, 2022",4,117.22%,-89.06%,Samoa,656
VU,"January 22, 2022",3,24.57%,-50.90%,Vanuatu,3874
SB,"January 22, 2022",8,0.00%,-94.55%,Solomon Islands,144
PW,"January 22, 2022",6,56.83%,-83.58%,Palau,436
PG,"January 22, 2022",1,-3.08%,58.41%,Papua New Guinea,46863
NR,"January 22, 2022",9,-54.17%,-83.12%,Nauru,132
MH,"January 22, 2022",7,17.47%,-75.41%,Marshall Islands (the),390
FM,"January 22, 2022",5,11.65%,-84.41%,Micronesia (Federated States of),556
FJ,"January 22, 2022",2,-10.23%,-56.00%,Fiji,13919
WS,"January 23, 2022",4,66.85%,-89.14%,Samoa,599
VU,"January 23, 2022",3,16.13%,-49.97%,Vanuatu,3844
SB,"January 23, 2022",8,0.00%,-94.24%,Solomon Islands,144
PW,"January 23, 2022",6,76.26%,-81.17%,Palau,490
PG,"January 23, 2022",1,-5.04%,61.68%,Papua New Guinea,46591
NR,"January 23, 2022",9,-54.17%,-83.12%,Nauru,132
MH,"January 23, 2022",7,17.47%,-77.74%,Marshall Islands (the),390
FM,"January 23, 2022",5,11.65%,-85.11%,Micronesia (Federated States of),556
FJ,"January 23, 2022",2,8.92%,-49.85%,Fiji,16028
WS,"January 24, 2022",4,66.85%,-89.52%,Samoa,599
VU,"January 24, 2022",3,25.21%,-49.51%,Vanuatu,3844
SB,"January 24, 2022",8,0.00%,-94.24%,Solomon Islands,144
PW,"January 24, 2022",5,76.26%,-80.34%,Palau,490
PG,"January 24, 2022",1,-2.16%,60.32%,Papua New Guinea,47034
NR,"January 24, 2022",9,-8.33%,-85.46%,Nauru,132
MH,"January 24, 2022",7,17.47%,-77.25%,Marshall Islands (the),390
FM,"January 24, 2022",6,-41.27%,-90.78%,Micronesia (Federated States of),390
FJ,"January 24, 2022",2,14.39%,-49.94%,Fiji,16106
WS,"January 25, 2022",4,66.85%,-89.83%,Samoa,599
VU,"January 25, 2022",3,28.47%,-49.29%,Vanuatu,3944
TO,"January 25, 2022",8,,-89.97%,Tonga,302
SB,"January 25, 2022",9,0.00%,-94.24%,Solomon Islands,144
PW,"January 25, 2022",6,76.26%,-80.57%,Palau,490
PG,"January 25, 2022",1,-3.74%,60.34%,Papua New Guinea,46610
NR,"January 25, 2022",10,-8.33%,-85.46%,Nauru,132
MH,"January 25, 2022",7,17.47%,-80.94%,Marshall Islands (the),390
FM,"January 25, 2022",5,11.65%,-85.11%,Micronesia (Federated States of),556
FJ,"January 25, 2022",2,10.37%,-52.91%,Fiji,15261
WS,"January 26, 2022",8,-53.96%,-94.62%,Samoa,302
VU,"January 26, 2022",3,8.99%,-51.83%,Vanuatu,3710
TO,"January 26, 2022",7,,-89.97%,Tonga,302
SB,"January 26, 2022",9,0.00%,-94.51%,Solomon Islands,144
PW,"January 26, 2022",4,76.26%,-81.66%,Palau,490
PG,"January 26, 2022",1,-0.59%,61.20%,Papua New Guinea,47205
MH,"January 26, 2022",6,-14.87%,-82.34%,Marshall Islands (the),332
FM,"January 26, 2022",5,-27.21%,-88.61%,Micronesia (Federated States of),444
FJ,"January 26, 2022",2,10.38%,-50.06%,Fiji,15359
WS,"January 27, 2022",8,-53.96%,-94.43%,Samoa,302
VU,"January 27, 2022",3,5.76%,-48.37%,Vanuatu,3780
TO,"January 27, 2022",7,,-89.97%,Tonga,302
SB,"January 27, 2022",9,0.00%,-94.22%,Solomon Islands,144
PW,"January 27, 2022",5,58.99%,-83.64%,Palau,442
PG,"January 27, 2022",1,-0.42%,62.92%,Papua New Guinea,47131
NR,"January 27, 2022",10,0.00%,-85.46%,Nauru,132
MH,"January 27, 2022",6,-14.87%,-81.26%,Marshall Islands (the),332
FM,"January 27, 2022",4,0.00%,-83.50%,Micronesia (Federated States of),610
FJ,"January 27, 2022",2,11.72%,-49.68%,Fiji,15665
VU,"January 28, 2022",3,1.80%,-50.35%,Vanuatu,3740
TO,"January 28, 2022",7,,-89.97%,Tonga,302
SB,"January 28, 2022",8,0.00%,-94.23%,Solomon Islands,144
PW,"January 28, 2022",5,58.99%,-82.84%,Palau,442
PG,"January 28, 2022",1,-4.19%,59.20%,Papua New Guinea,45395
